customer_id,Age_Groups,gender,job_industry_category,state,owns_car,wealth_segment,Customer_Class
1017,Age : 41 - 60,Female,Entertainment,NSW,No,High Net Worth,Not Important
1018,Age : 21 - 40,Male,Manufacturing,VIC,Yes,Mass Customer,Important
1019,Age : 41 - 60,Male,Manufacturing,NSW,Yes,Mass Customer,Very Important
1020,Age : 41 - 60,Female,IT,NSW,No,Affluent Customer,Not Important
1021,Age : 41 - 60,Male,Retail,NSW,No,High Net Worth,General
1022,Age : 21 - 40,Female,Financial Services,NSW,Yes,Affluent Customer,Important
1023,Age : 21 - 40,Female,Financial Services,NSW,Yes,Affluent Customer,Important
1024,Age : 21 - 40,Female,Health,VIC,Yes,High Net Worth,General
1025,Age : 21 - 40,Male,IT,VIC,Yes,Mass Customer,Not Important
1026,Age : 21 - 40,Male,Financial Services,NSW,No,Affluent Customer,Important
1027,Age : 41 - 60,Male,Financial Services,NSW,No,Affluent Customer,Important
1030,Age : 41 - 60,Female,Health,VIC,No,Mass Customer,Important
1031,Age : 21 - 40,Male,Manufacturing,QLD,No,Mass Customer,Important
1035,Age : 41 - 60,Female,Retail,NSW,Yes,Affluent Customer,General
1036,Age : 41 - 60,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1037,Age : 61 - 80,Female,Financial Services,NSW,No,Mass Customer,General
1040,Age : 41 - 60,Female,Health,QLD,No,High Net Worth,General
1041,Age : 61 - 80,Male,Property,NSW,No,Affluent Customer,Not Important
1042,Age : 41 - 60,Male,Manufacturing,NSW,Yes,High Net Worth,Very Important
1043,Age : 21 - 40,Male,Financial Services,QLD,Yes,Mass Customer,Important
1045,Age : 21 - 40,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1047,Age : 41 - 60,Male,Financial Services,NSW,No,Affluent Customer,Important
1049,Age : 21 - 40,Male,Property,VIC,No,Mass Customer,General
1050,Age : 41 - 60,Female,Telecommunications,NSW,Yes,Mass Customer,Not Important
1051,Age : 41 - 60,Female,Property,VIC,Yes,High Net Worth,Not Important
1052,Age : 21 - 40,Female,Financial Services,VIC,No,High Net Worth,General
1053,Age : 41 - 60,Male,Manufacturing,NSW,Yes,Mass Customer,Very Important
1054,Age : 21 - 40,Male,Manufacturing,NSW,Yes,Mass Customer,Very Important
1055,Age : 21 - 40,Female,Manufacturing,NSW,No,Mass Customer,Very Important
1056,Age : 41 - 60,Male,Manufacturing,NSW,No,Affluent Customer,Very Important
1057,Age : 41 - 60,Female,Health,NSW,No,Mass Customer,Very Important
1058,Age : 21 - 40,Female,Retail,VIC,Yes,Affluent Customer,Not Important
1059,Age : 41 - 60,Female,Entertainment,NSW,Yes,High Net Worth,Not Important
1060,Age : 41 - 60,Female,Argiculture,NSW,Yes,Affluent Customer,Not Important
1061,Age : 21 - 40,Male,Financial Services,NSW,No,Mass Customer,Very Important
1063,Age : 21 - 40,Male,Financial Services,NSW,Yes,Affluent Customer,Important
1064,Age : 41 - 60,Male,Entertainment,NSW,Yes,Affluent Customer,Not Important
1065,Age : 41 - 60,Male,Financial Services,NSW,Yes,Mass Customer,Very Important
1066,Age : 21 - 40,Male,Telecommunications,VIC,No,High Net Worth,Not Important
1067,Age : 41 - 60,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1068,Age : 21 - 40,Male,Health,NSW,Yes,Mass Customer,Very Important
1069,Age : 41 - 60,Male,Telecommunications,QLD,No,Mass Customer,Not Important
1071,Age : 21 - 40,Male,Retail,NSW,No,High Net Worth,General
1072,Age : 61 - 80,Male,Financial Services,NSW,Yes,High Net Worth,Not Important
1075,Age : 41 - 60,Male,Manufacturing,NSW,No,High Net Worth,Very Important
1076,Age : 0 - 20,Male,Health,NSW,No,Affluent Customer,Not Important
1077,Age : 61 - 80,Female,Telecommunications,QLD,Yes,Mass Customer,Not Important
1078,Age : 41 - 60,Male,Manufacturing,NSW,No,Mass Customer,Very Important
1079,Age : 41 - 60,Male,Manufacturing,NSW,No,Mass Customer,Very Important
1080,Age : 0 - 20,Female,Property,QLD,Yes,Mass Customer,Not Important
1081,Age : 21 - 40,Female,Health,NSW,No,Mass Customer,Very Important
1084,Age : 21 - 40,Female,Retail,NSW,No,Affluent Customer,General
1085,Age : 41 - 60,Male,Health,QLD,No,Mass Customer,Important
1086,Age : 21 - 40,Male,Property,VIC,Yes,Mass Customer,General
1087,Age : 41 - 60,Female,Financial Services,VIC,Yes,Mass Customer,Very Important
1089,Age : 21 - 40,Female,Property,VIC,No,Affluent Customer,Not Important
1090,Age : 41 - 60,Female,Telecommunications,NSW,No,Affluent Customer,Not Important
1091,Age : 21 - 40,Male,Health,VIC,No,Mass Customer,Important
1092,Age : 81 - 100,Female,Retail,VIC,No,Mass Customer,Not Important
1094,Age : 41 - 60,Male,Health,QLD,No,High Net Worth,General
1095,Age : 61 - 80,Female,Health,NSW,No,Mass Customer,General
1096,Age : 41 - 60,Male,Health,NSW,No,High Net Worth,Important
1097,Age : 41 - 60,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1098,Age : 21 - 40,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1099,Age : 41 - 60,Male,Manufacturing,NSW,Yes,Affluent Customer,Very Important
1100,Age : 21 - 40,Male,Manufacturing,QLD,No,Mass Customer,Important
1102,Age : 41 - 60,Female,Manufacturing,NSW,No,Affluent Customer,Very Important
1103,Age : 41 - 60,Female,Financial Services,NSW,Yes,High Net Worth,Very Important
1104,Age : 41 - 60,Female,Retail,NSW,No,Mass Customer,Very Important
1106,Age : 41 - 60,Female,Retail,VIC,No,Mass Customer,General
1107,Age : 41 - 60,Female,Health,NSW,No,High Net Worth,Important
1108,Age : 41 - 60,Female,Health,NSW,No,Mass Customer,Very Important
1109,Age : 21 - 40,Male,Entertainment,VIC,No,High Net Worth,Not Important
1110,Age : 21 - 40,Male,Retail,VIC,No,High Net Worth,Not Important
1113,Age : 21 - 40,Male,Property,NSW,No,Mass Customer,General
1114,Age : 41 - 60,Female,Retail,QLD,No,Mass Customer,General
1116,Age : 41 - 60,Female,Health,NSW,Yes,Mass Customer,Very Important
1118,Age : 41 - 60,Female,Retail,NSW,Yes,Mass Customer,Very Important
1119,Age : 41 - 60,Male,Entertainment,NSW,Yes,Mass Customer,General
1120,Age : 21 - 40,Female,Retail,NSW,No,Affluent Customer,General
1121,Age : 21 - 40,Female,Health,NSW,Yes,Mass Customer,Very Important
1123,Age : 41 - 60,Male,Property,NSW,No,Mass Customer,Important
1124,Age : 41 - 60,Male,Health,NSW,Yes,Affluent Customer,Important
1125,Age : 21 - 40,Male,IT,NSW,No,Affluent Customer,Not Important
1127,Age : 21 - 40,Female,Financial Services,NSW,No,Mass Customer,Very Important
1128,Age : 21 - 40,Female,Financial Services,QLD,Yes,Mass Customer,Important
1129,Age : 41 - 60,Male,Entertainment,QLD,Yes,Mass Customer,Not Important
1132,Age : 21 - 40,Female,Financial Services,VIC,Yes,Affluent Customer,General
1133,Age : 41 - 60,Male,Manufacturing,QLD,No,Affluent Customer,General
1134,Age : 21 - 40,Male,Financial Services,NSW,No,Affluent Customer,Important
1135,Age : 21 - 40,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1136,Age : 41 - 60,Male,Property,NSW,No,High Net Worth,General
1138,Age : 21 - 40,Female,Retail,QLD,Yes,Mass Customer,General
1139,Age : 21 - 40,Male,Manufacturing,QLD,Yes,Mass Customer,Important
1141,Age : 21 - 40,Female,Financial Services,VIC,Yes,High Net Worth,General
1142,Age : 21 - 40,Male,Telecommunications,NSW,No,Mass Customer,Not Important
1143,Age : 61 - 80,Male,Health,NSW,Yes,Mass Customer,General
1144,Age : 21 - 40,Male,Health,NSW,Yes,High Net Worth,Important
1145,Age : 41 - 60,Female,Property,VIC,Yes,Mass Customer,General
1146,Age : 21 - 40,Male,Financial Services,VIC,No,High Net Worth,General
1147,Age : 41 - 60,Male,Entertainment,NSW,Yes,High Net Worth,Not Important
1148,Age : 21 - 40,Male,Financial Services,NSW,No,High Net Worth,Important
1150,Age : 41 - 60,Female,Financial Services,QLD,Yes,Mass Customer,Important
1151,Age : 41 - 60,Female,Argiculture,NSW,Yes,High Net Worth,Not Important
1152,Age : 21 - 40,Male,Financial Services,QLD,Yes,Mass Customer,Important
1153,Age : 21 - 40,Female,Health,QLD,Yes,Mass Customer,General
1154,Age : 41 - 60,Male,Health,NSW,Yes,Mass Customer,Very Important
1155,Age : 21 - 40,Female,Property,NSW,Yes,Mass Customer,Important
1156,Age : 21 - 40,Female,Argiculture,QLD,Yes,Mass Customer,Not Important
1157,Age : 41 - 60,Male,Health,NSW,Yes,Affluent Customer,Important
1159,Age : 21 - 40,Male,Entertainment,VIC,No,Mass Customer,Not Important
1160,Age : 41 - 60,Female,IT,NSW,No,Affluent Customer,Not Important
1161,Age : 41 - 60,Female,Retail,QLD,No,Mass Customer,General
1163,Age : 21 - 40,Male,Financial Services,VIC,Yes,High Net Worth,General
1164,Age : 41 - 60,Female,Health,VIC,Yes,Mass Customer,Important
1165,Age : 21 - 40,Female,Financial Services,NSW,No,High Net Worth,Important
1166,Age : 41 - 60,Female,Health,NSW,No,Affluent Customer,Important
1167,Age : 21 - 40,Female,Health,QLD,No,Mass Customer,General
1168,Age : 41 - 60,Male,Health,VIC,No,Affluent Customer,General
1169,Age : 41 - 60,Female,Financial Services,NSW,Yes,Mass Customer,Very Important
1170,Age : 41 - 60,Female,IT,QLD,Yes,Mass Customer,Not Important
1173,Age : 41 - 60,Female,Retail,NSW,No,High Net Worth,General
1177,Age : 61 - 80,Female,Health,NSW,Yes,Affluent Customer,Not Important
1178,Age : 41 - 60,Male,Health,NSW,No,Mass Customer,Very Important
1179,Age : 21 - 40,Male,Financial Services,QLD,Yes,High Net Worth,General
1180,Age : 41 - 60,Female,Financial Services,NSW,No,Affluent Customer,Very Important
1181,Age : 41 - 60,Female,Argiculture,QLD,No,Mass Customer,Not Important
1182,Age : 41 - 60,Female,IT,NSW,Yes,Mass Customer,General
1184,Age : 41 - 60,Female,Health,NSW,No,Mass Customer,Very Important
1186,Age : 41 - 60,Male,Manufacturing,NSW,Yes,Affluent Customer,Very Important
1187,Age : 21 - 40,Male,Financial Services,VIC,No,Mass Customer,Important
1189,Age : 21 - 40,Male,Health,VIC,Yes,High Net Worth,General
1190,Age : 41 - 60,Female,Financial Services,NSW,Yes,Affluent Customer,Very Important
1192,Age : 41 - 60,Female,Manufacturing,NSW,No,Mass Customer,Very Important
1193,Age : 21 - 40,Male,Retail,NSW,No,High Net Worth,General
1194,Age : 21 - 40,Female,Telecommunications,QLD,No,Affluent Customer,Not Important
1195,Age : 41 - 60,Female,Telecommunications,VIC,No,Mass Customer,Not Important
1196,Age : 21 - 40,Female,Health,NSW,No,Mass Customer,Very Important
1197,Age : 21 - 40,Female,Financial Services,NSW,Yes,High Net Worth,Important
1198,Age : 41 - 60,Female,Retail,NSW,No,High Net Worth,General
1199,Age : 61 - 80,Male,Financial Services,NSW,Yes,Affluent Customer,Not Important
1200,Age : 41 - 60,Female,Entertainment,QLD,No,High Net Worth,Not Important
1201,Age : 61 - 80,Female,Manufacturing,NSW,No,Mass Customer,General
1202,Age : 21 - 40,Male,Retail,NSW,Yes,Mass Customer,Important
1203,Age : 21 - 40,Female,Health,QLD,No,Affluent Customer,Not Important
1204,Age : 41 - 60,Female,Manufacturing,NSW,Yes,Affluent Customer,Very Important
1205,Age : 41 - 60,Male,Manufacturing,NSW,No,Affluent Customer,Very Important
1206,Age : 41 - 60,Female,Financial Services,VIC,No,Mass Customer,Very Important
1207,Age : 21 - 40,Female,Health,NSW,No,Mass Customer,Very Important
1208,Age : 21 - 40,Female,Financial Services,NSW,No,Mass Customer,Very Important
1209,Age : 41 - 60,Male,Property,VIC,Yes,High Net Worth,Not Important
1211,Age : 41 - 60,Male,Financial Services,NSW,Yes,Affluent Customer,Very Important
1212,Age : 41 - 60,Female,Property,NSW,No,Affluent Customer,General
1214,Age : 21 - 40,Male,Property,NSW,No,High Net Worth,General
1215,Age : 41 - 60,Female,Manufacturing,NSW,No,Mass Customer,Very Important
1216,Age : 61 - 80,Female,Telecommunications,VIC,Yes,Affluent Customer,Not Important
1217,Age : 41 - 60,Female,Manufacturing,NSW,No,High Net Worth,Very Important
1219,Age : 41 - 60,Male,Financial Services,VIC,No,Mass Customer,Important
1221,Age : 21 - 40,Male,Health,NSW,Yes,High Net Worth,Important
1222,Age : 41 - 60,Female,Property,VIC,No,Mass Customer,General
1223,Age : 41 - 60,Female,Manufacturing,NSW,Yes,Mass Customer,Very Important
1224,Age : 41 - 60,Female,Manufacturing,NSW,No,Mass Customer,Very Important
1225,Age : 21 - 40,Male,Health,VIC,Yes,Mass Customer,Important
1226,Age : 21 - 40,Female,Health,VIC,Yes,Mass Customer,Important
1227,Age : 21 - 40,Female,IT,NSW,Yes,Affluent Customer,Not Important
1228,Age : 41 - 60,Female,Financial Services,NSW,No,Affluent Customer,Very Important
1229,Age : 0 - 20,Male,Manufacturing,NSW,Yes,Affluent Customer,Not Important
1230,Age : 21 - 40,Male,Financial Services,NSW,Yes,Mass Customer,Very Important
1231,Age : 41 - 60,Female,Health,NSW,No,Affluent Customer,Important
1232,Age : 61 - 80,Male,Property,QLD,No,Affluent Customer,Not Important
1233,Age : 41 - 60,Female,Retail,NSW,Yes,Affluent Customer,General
1235,Age : 41 - 60,Female,Health,NSW,No,Mass Customer,Very Important
1236,Age : 41 - 60,Male,Financial Services,VIC,Yes,High Net Worth,General
1237,Age : 41 - 60,Female,Health,VIC,No,High Net Worth,General
1240,Age : 41 - 60,Female,Manufacturing,NSW,Yes,Mass Customer,Very Important
1241,Age : 21 - 40,Female,Health,NSW,Yes,Affluent Customer,Important
1242,Age : 41 - 60,Male,Property,VIC,Yes,High Net Worth,Not Important
1243,Age : 61 - 80,Male,Retail,NSW,No,Mass Customer,Not Important
1245,Age : 21 - 40,Male,Manufacturing,NSW,No,Affluent Customer,Important
1247,Age : 41 - 60,Female,Entertainment,QLD,No,Affluent Customer,Not Important
1249,Age : 41 - 60,Male,Telecommunications,QLD,No,Mass Customer,Not Important
1250,Age : 0 - 20,Female,Manufacturing,QLD,No,Mass Customer,Not Important
1251,Age : 21 - 40,Male,Property,QLD,No,Mass Customer,Not Important
1252,Age : 41 - 60,Male,Manufacturing,QLD,Yes,Mass Customer,Important
1253,Age : 21 - 40,Female,Manufacturing,QLD,No,Mass Customer,Important
1254,Age : 61 - 80,Male,Retail,QLD,Yes,Mass Customer,Not Important
1255,Age : 21 - 40,Male,Health,NSW,No,Affluent Customer,Important
1256,Age : 21 - 40,Male,Health,QLD,No,High Net Worth,Not Important
1257,Age : 41 - 60,Male,Property,QLD,Yes,Affluent Customer,Not Important
1258,Age : 41 - 60,Male,Manufacturing,QLD,No,Mass Customer,Important
1259,Age : 41 - 60,Female,Financial Services,QLD,No,Mass Customer,Important
1260,Age : 21 - 40,Male,Property,QLD,No,Mass Customer,Not Important
1261,Age : 41 - 60,Female,Manufacturing,QLD,No,Mass Customer,Important
1263,Age : 41 - 60,Male,Manufacturing,QLD,No,Affluent Customer,General
1264,Age : 21 - 40,Male,Health,QLD,Yes,Mass Customer,General
1265,Age : 21 - 40,Male,Property,QLD,Yes,Mass Customer,Not Important
1266,Age : 41 - 60,Male,Health,QLD,Yes,Mass Customer,Important
1267,Age : 41 - 60,Male,Entertainment,QLD,Yes,Affluent Customer,Not Important
1268,Age : 21 - 40,Male,Financial Services,QLD,Yes,High Net Worth,General
1269,Age : 21 - 40,Male,Property,QLD,Yes,High Net Worth,Not Important
1270,Age : 21 - 40,Male,Financial Services,QLD,No,Affluent Customer,General
1271,Age : 21 - 40,Female,Telecommunications,QLD,Yes,Mass Customer,Not Important
1272,Age : 21 - 40,Female,Manufacturing,QLD,No,Affluent Customer,General
1273,Age : 41 - 60,Male,Financial Services,QLD,Yes,Affluent Customer,General
1274,Age : 41 - 60,Male,Manufacturing,QLD,No,Mass Customer,Important
1275,Age : 41 - 60,Female,Health,QLD,Yes,Mass Customer,Important
1276,Age : 41 - 60,Male,Health,QLD,No,Affluent Customer,General
1278,Age : 21 - 40,Female,Health,QLD,No,Affluent Customer,Not Important
1279,Age : 41 - 60,Male,Financial Services,QLD,No,Mass Customer,Important
1280,Age : 41 - 60,Male,Manufacturing,QLD,Yes,High Net Worth,General
1281,Age : 41 - 60,Male,Manufacturing,QLD,Yes,Affluent Customer,General
1282,Age : 21 - 40,Male,Entertainment,QLD,Yes,Affluent Customer,Not Important
1283,Age : 21 - 40,Female,Health,QLD,No,Mass Customer,General
1284,Age : 41 - 60,Male,Entertainment,QLD,No,Affluent Customer,Not Important
1285,Age : 41 - 60,Male,Manufacturing,QLD,Yes,Mass Customer,Important
1286,Age : 41 - 60,Female,Manufacturing,QLD,Yes,High Net Worth,General
1287,Age : 41 - 60,Male,Financial Services,QLD,Yes,Mass Customer,Important
1288,Age : 21 - 40,Female,Financial Services,QLD,Yes,Affluent Customer,General
1290,Age : 41 - 60,Male,Financial Services,QLD,Yes,High Net Worth,General
1291,Age : 21 - 40,Male,Health,QLD,No,Mass Customer,General
1293,Age : 21 - 40,Male,IT,QLD,No,Mass Customer,Not Important
1294,Age : 41 - 60,Female,Manufacturing,QLD,Yes,Mass Customer,Important
1295,Age : 21 - 40,Male,Argiculture,QLD,Yes,Mass Customer,Not Important
1296,Age : 21 - 40,Female,Financial Services,QLD,Yes,Affluent Customer,General
1297,Age : 21 - 40,Male,Health,QLD,No,Mass Customer,General
1298,Age : 41 - 60,Male,Health,QLD,No,Mass Customer,Important
1300,Age : 21 - 40,Female,Financial Services,QLD,Yes,Affluent Customer,General
1301,Age : 21 - 40,Female,Health,QLD,No,Mass Customer,General
1302,Age : 21 - 40,Female,Financial Services,QLD,Yes,Affluent Customer,General
1303,Age : 41 - 60,Male,Argiculture,QLD,No,Mass Customer,Not Important
1305,Age : 41 - 60,Male,Financial Services,QLD,Yes,High Net Worth,General
1306,Age : 61 - 80,Male,Health,QLD,Yes,Affluent Customer,Not Important
1307,Age : 41 - 60,Female,Health,QLD,Yes,High Net Worth,General
1310,Age : 21 - 40,Male,Manufacturing,QLD,Yes,High Net Worth,General
1311,Age : 21 - 40,Female,Financial Services,QLD,Yes,Mass Customer,Important
1312,Age : 21 - 40,Female,Health,QLD,No,Affluent Customer,Not Important
1313,Age : 21 - 40,Male,Property,QLD,No,Mass Customer,Not Important
1314,Age : 41 - 60,Female,Health,NSW,Yes,Mass Customer,Very Important
1315,Age : 41 - 60,Female,IT,VIC,Yes,Mass Customer,Not Important
1316,Age : 21 - 40,Male,Retail,QLD,Yes,High Net Worth,Not Important
1317,Age : 41 - 60,Male,Retail,QLD,Yes,Mass Customer,General
1318,Age : 41 - 60,Female,Financial Services,QLD,Yes,Mass Customer,Important
1319,Age : 61 - 80,Male,Entertainment,QLD,Yes,Mass Customer,Not Important
1320,Age : 21 - 40,Female,Manufacturing,QLD,Yes,High Net Worth,General
1321,Age : 21 - 40,Female,Argiculture,QLD,No,Affluent Customer,Not Important
1322,Age : 0 - 20,Female,Financial Services,QLD,Yes,Mass Customer,Not Important
1324,Age : 41 - 60,Female,Manufacturing,QLD,No,Mass Customer,Important
1325,Age : 41 - 60,Male,Argiculture,QLD,Yes,High Net Worth,Not Important
1326,Age : 41 - 60,Male,Health,VIC,Yes,Affluent Customer,General
1327,Age : 21 - 40,Female,Property,VIC,No,Affluent Customer,Not Important
1328,Age : 21 - 40,Male,IT,VIC,Yes,Mass Customer,Not Important
1331,Age : 21 - 40,Male,Telecommunications,VIC,No,High Net Worth,Not Important
1333,Age : 41 - 60,Male,Financial Services,VIC,No,High Net Worth,General
1334,Age : 21 - 40,Female,Financial Services,VIC,No,Mass Customer,Important
1335,Age : 21 - 40,Female,Entertainment,VIC,Yes,Mass Customer,Not Important
1337,Age : 21 - 40,Female,Health,VIC,No,Mass Customer,Important
1339,Age : 41 - 60,Female,IT,VIC,No,High Net Worth,Not Important
1341,Age : 21 - 40,Male,Financial Services,VIC,No,Affluent Customer,General
1342,Age : 41 - 60,Male,Retail,NSW,Yes,Affluent Customer,General
1343,Age : 21 - 40,Male,Health,VIC,No,High Net Worth,General
1344,Age : 21 - 40,Female,Manufacturing,VIC,No,Mass Customer,Important
1345,Age : 41 - 60,Male,Manufacturing,VIC,No,Mass Customer,Very Important
1346,Age : 41 - 60,Male,Telecommunications,VIC,No,Mass Customer,Not Important
1347,Age : 41 - 60,Female,Manufacturing,VIC,Yes,Mass Customer,Very Important
1349,Age : 21 - 40,Male,Manufacturing,VIC,No,Affluent Customer,General
1350,Age : 61 - 80,Male,Retail,VIC,Yes,Mass Customer,Not Important
1352,Age : 61 - 80,Male,Manufacturing,VIC,No,High Net Worth,Not Important
1353,Age : 21 - 40,Female,Health,VIC,Yes,Mass Customer,Important
1354,Age : 0 - 20,Female,Financial Services,VIC,No,Affluent Customer,Not Important
1355,Age : 0 - 20,Male,Property,VIC,No,Mass Customer,Not Important
1357,Age : 21 - 40,Male,Health,VIC,No,High Net Worth,General
1358,Age : 21 - 40,Male,Health,VIC,No,High Net Worth,General
1359,Age : 21 - 40,Female,Retail,VIC,No,Mass Customer,General
1360,Age : 41 - 60,Male,Manufacturing,VIC,Yes,Mass Customer,Very Important
1361,Age : 41 - 60,Male,Manufacturing,VIC,No,Affluent Customer,General
1362,Age : 41 - 60,Female,Manufacturing,VIC,Yes,Affluent Customer,Important
1363,Age : 41 - 60,Male,Financial Services,VIC,No,Mass Customer,Important
1364,Age : 41 - 60,Male,Manufacturing,VIC,No,Mass Customer,Very Important
1365,Age : 21 - 40,Male,Health,VIC,No,Mass Customer,Important
1366,Age : 41 - 60,Male,Retail,QLD,No,Affluent Customer,Not Important
1367,Age : 41 - 60,Female,Retail,VIC,No,Mass Customer,General
1368,Age : 41 - 60,Female,Property,VIC,No,Mass Customer,General
1369,Age : 21 - 40,Female,Manufacturing,VIC,Yes,Mass Customer,Important
1370,Age : 21 - 40,Female,Property,VIC,No,Mass Customer,General
1371,Age : 61 - 80,Female,Retail,VIC,Yes,Mass Customer,Not Important
1372,Age : 21 - 40,Male,Manufacturing,VIC,No,Affluent Customer,General
1373,Age : 61 - 80,Female,Financial Services,VIC,Yes,Mass Customer,Not Important
1374,Age : 41 - 60,Male,Manufacturing,VIC,No,Mass Customer,Very Important
1375,Age : 41 - 60,Male,Financial Services,VIC,No,Affluent Customer,General
1376,Age : 41 - 60,Male,Health,VIC,Yes,Mass Customer,Important
1377,Age : 21 - 40,Male,Retail,VIC,Yes,Mass Customer,General
1378,Age : 41 - 60,Female,Property,VIC,Yes,Affluent Customer,Not Important
1379,Age : 21 - 40,Female,Financial Services,VIC,Yes,Mass Customer,Important
1380,Age : 21 - 40,Female,Financial Services,VIC,No,Mass Customer,Important
1381,Age : 21 - 40,Male,Manufacturing,VIC,Yes,Affluent Customer,General
1382,Age : 21 - 40,Male,Manufacturing,VIC,Yes,High Net Worth,General
1383,Age : 61 - 80,Female,IT,VIC,No,Affluent Customer,Not Important
1384,Age : 21 - 40,Female,Manufacturing,QLD,No,Mass Customer,Important
1385,Age : 61 - 80,Female,Financial Services,VIC,No,Mass Customer,Not Important
1386,Age : 41 - 60,Female,Retail,VIC,Yes,Mass Customer,General
1387,Age : 41 - 60,Female,Manufacturing,VIC,Yes,Mass Customer,Very Important
1388,Age : 41 - 60,Male,Financial Services,VIC,No,Mass Customer,Important
1389,Age : 41 - 60,Female,Health,VIC,No,Affluent Customer,General
1390,Age : 0 - 20,Female,Retail,VIC,Yes,High Net Worth,Not Important
1391,Age : 41 - 60,Female,Retail,VIC,No,High Net Worth,General
1392,Age : 0 - 20,Female,Financial Services,VIC,No,Mass Customer,Not Important
1393,Age : 41 - 60,Female,Manufacturing,VIC,No,Mass Customer,Very Important
1394,Age : 41 - 60,Male,Health,VIC,Yes,Mass Customer,Important
1396,Age : 21 - 40,Male,Financial Services,VIC,No,Mass Customer,Important
1397,Age : 41 - 60,Male,Manufacturing,VIC,Yes,Mass Customer,Very Important
1398,Age : 41 - 60,Female,Manufacturing,VIC,No,Mass Customer,Very Important
1399,Age : 41 - 60,Female,Manufacturing,VIC,No,Mass Customer,Very Important
1400,Age : 21 - 40,Female,Manufacturing,QLD,Yes,Affluent Customer,General
1401,Age : 41 - 60,Female,Financial Services,VIC,No,High Net Worth,Important
1402,Age : 0 - 20,Male,Telecommunications,VIC,No,Mass Customer,Not Important
1403,Age : 21 - 40,Female,Retail,VIC,No,Mass Customer,General
1404,Age : 61 - 80,Male,Manufacturing,VIC,Yes,Mass Customer,Not Important
1405,Age : 61 - 80,Female,Manufacturing,VIC,Yes,High Net Worth,Not Important
1406,Age : 41 - 60,Male,Financial Services,VIC,Yes,High Net Worth,General
1407,Age : 21 - 40,Female,Manufacturing,VIC,Yes,Mass Customer,Important
1408,Age : 21 - 40,Male,Health,NSW,No,High Net Worth,Important
1410,Age : 21 - 40,Female,Retail,NSW,Yes,High Net Worth,General
1411,Age : 21 - 40,Female,Health,NSW,Yes,Mass Customer,Very Important
1413,Age : 21 - 40,Female,Financial Services,NSW,No,Mass Customer,Very Important
1414,Age : 21 - 40,Female,Retail,NSW,Yes,Mass Customer,Important
1415,Age : 21 - 40,Female,Property,NSW,Yes,High Net Worth,General
1417,Age : 41 - 60,Female,Manufacturing,NSW,Yes,High Net Worth,Very Important
1418,Age : 41 - 60,Female,IT,NSW,Yes,Affluent Customer,Not Important
1419,Age : 41 - 60,Male,Financial Services,NSW,Yes,Mass Customer,Very Important
1420,Age : 41 - 60,Female,Health,NSW,No,Mass Customer,Very Important
1421,Age : 61 - 80,Female,Property,NSW,No,Mass Customer,Not Important
1422,Age : 41 - 60,Male,Manufacturing,NSW,Yes,Affluent Customer,Very Important
1423,Age : 61 - 80,Female,Manufacturing,NSW,No,Mass Customer,General
1424,Age : 41 - 60,Male,Health,NSW,Yes,High Net Worth,Important
1425,Age : 21 - 40,Male,Retail,NSW,Yes,High Net Worth,General
1426,Age : 61 - 80,Female,Financial Services,NSW,No,Mass Customer,General
1427,Age : 21 - 40,Male,Financial Services,NSW,No,High Net Worth,Important
1428,Age : 21 - 40,Female,Retail,NSW,No,High Net Worth,General
1429,Age : 21 - 40,Male,Health,NSW,Yes,Mass Customer,Very Important
1430,Age : 21 - 40,Female,Manufacturing,NSW,Yes,Mass Customer,Very Important
1431,Age : 41 - 60,Male,Financial Services,NSW,Yes,Affluent Customer,Very Important
1432,Age : 21 - 40,Male,Argiculture,NSW,Yes,High Net Worth,Not Important
1433,Age : 61 - 80,Female,IT,NSW,No,Mass Customer,Not Important
1434,Age : 41 - 60,Male,Property,NSW,No,High Net Worth,General
1435,Age : 41 - 60,Male,Telecommunications,NSW,Yes,Affluent Customer,Not Important
1437,Age : 41 - 60,Male,Manufacturing,NSW,No,Affluent Customer,Very Important
1438,Age : 41 - 60,Female,Health,NSW,Yes,Mass Customer,Very Important
1439,Age : 41 - 60,Male,Retail,NSW,No,Mass Customer,Important
1440,Age : 41 - 60,Female,Financial Services,NSW,Yes,High Net Worth,Very Important
1441,Age : 41 - 60,Female,Manufacturing,NSW,No,Affluent Customer,Very Important
1442,Age : 41 - 60,Male,Manufacturing,NSW,No,Affluent Customer,Very Important
1443,Age : 21 - 40,Female,Financial Services,NSW,Yes,Affluent Customer,Important
1444,Age : 41 - 60,Male,Health,NSW,No,Mass Customer,Very Important
1445,Age : 41 - 60,Female,IT,NSW,No,Affluent Customer,Not Important
1446,Age : 21 - 40,Male,Manufacturing,VIC,No,Mass Customer,Important
1447,Age : 21 - 40,Male,Manufacturing,NSW,No,Mass Customer,Very Important
1448,Age : 21 - 40,Male,Property,NSW,No,Mass Customer,General
1450,Age : 41 - 60,Female,Manufacturing,NSW,No,Affluent Customer,Very Important
